[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0. 0.]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0. 0.]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0. 0.]
[0.00187617 0.00187617]
[0. 0.]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.         0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.         0.00375235]
[0.         0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00562852]
[0.00375235 0.00375235]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0. 0.]
[0.00187617 0.00187617]
[0. 0.]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.         0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0. 0.]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00750469 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00750469 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.00375235]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0. 0.]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0. 0.]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00750469 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0. 0.]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0. 0.]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00750469 0.00375235]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0. 0.]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0. 0.]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0. 0.]
[0. 0.]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0. 0.]
[0. 0.]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0. 0.]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0. 0.]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00750469 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00375235 0.00375235]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00187617 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00375235 0.        ]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00562852 0.00187617]
[0.00187617 0.00187617]
[0.00375235 0.        ]
